survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,embark_town,alive,alone,fare_capped,sex_encoded,embarked_c,embarked_q,embarked_s,family_size,is_alone
0,1,male,62.0,0,0,26.55,first,man,True,southampton,no,True,26.55,0,False,False,True,1,1
1,1,female,48.0,1,0,39.6,first,woman,False,cherbourg,yes,False,39.6,1,True,False,False,2,0
0,1,male,40.0,0,0,227.525,first,man,True,cherbourg,no,True,65.6344,0,True,False,False,1,1
1,1,female,39.0,1,1,79.65,first,woman,False,southampton,yes,False,65.6344,1,False,False,True,3,0
1,3,female,36.0,1,0,17.4,third,woman,False,southampton,yes,False,17.4,1,False,False,True,2,0
0,3,male,25.0,0,0,7.75,third,man,True,queenstown,no,True,7.75,0,False,True,False,1,1
0,3,male,40.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,2,male,28.0,0,0,13.5,second,man,True,southampton,no,True,13.5,0,False,False,True,1,1
0,3,male,25.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
0,3,female,21.5,0,0,8.05,third,woman,False,southampton,no,True,8.05,1,False,False,True,1,1
0,3,male,24.0,2,0,24.15,third,man,True,southampton,no,False,24.15,0,False,False,True,3,0
0,3,male,19.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,3,female,29.0,0,4,21.075,third,woman,False,southampton,no,False,21.075,1,False,False,True,5,0
0,3,male,25.0,0,0,7.2292,third,man,True,cherbourg,no,True,7.2292,0,True,False,False,1,1
1,3,male,32.0,0,0,7.8542,third,man,True,southampton,yes,True,7.8542,0,False,False,True,1,1
1,2,male,62.0,0,0,10.5,second,man,True,southampton,yes,True,10.5,0,False,False,True,1,1
1,1,female,53.0,2,0,51.4792,first,woman,False,southampton,yes,False,51.4792,1,False,False,True,3,0
1,1,male,36.0,0,0,26.3875,first,man,True,southampton,yes,True,26.3875,0,False,False,True,1,1
1,3,female,21.5,0,0,7.75,third,woman,False,queenstown,yes,True,7.75,1,False,True,False,1,1
0,3,male,16.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
0,3,male,19.0,0,0,14.5,third,man,True,southampton,no,True,14.5,0,False,False,True,1,1
1,2,female,34.0,0,0,13.0,second,woman,False,southampton,yes,True,13.0,1,False,False,True,1,1
1,1,female,39.0,1,0,55.9,first,woman,False,southampton,yes,False,55.9,1,False,False,True,2,0
0,3,female,21.5,1,0,14.4583,third,woman,False,cherbourg,no,False,14.4583,1,True,False,False,2,0
1,3,male,32.0,0,0,7.925,third,man,True,southampton,yes,True,7.925,0,False,False,True,1,1
1,2,female,25.0,1,1,30.0,second,woman,False,southampton,yes,False,30.0,1,False,False,True,3,0
1,1,female,39.0,1,1,110.8833,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,3,0
0,2,male,54.0,0,0,26.0,second,man,True,southampton,no,True,26.0,0,False,False,True,1,1
0,1,male,36.0,0,0,40.125,first,man,True,cherbourg,no,True,40.125,0,True,False,False,1,1
0,3,male,25.0,0,0,8.7125,third,man,True,cherbourg,no,True,8.7125,0,True,False,False,1,1
1,1,female,18.0,0,2,79.65,first,woman,False,southampton,yes,False,65.6344,1,False,False,True,3,0
0,2,male,47.0,0,0,15.0,second,man,True,southampton,no,True,15.0,0,False,False,True,1,1
1,1,male,60.0,1,1,79.2,first,man,True,cherbourg,yes,False,65.6344,0,True,False,False,3,0
0,3,male,22.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
0,3,male,25.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
0,3,male,35.0,0,0,7.125,third,man,True,southampton,no,True,7.125,0,False,False,True,1,1
1,1,female,52.0,1,0,78.2667,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,2,0
0,3,male,47.0,0,0,7.25,third,man,True,southampton,no,True,7.25,0,False,False,True,1,1
0,3,female,21.5,0,2,7.75,third,woman,False,queenstown,no,False,7.75,1,False,True,False,3,0
0,2,male,37.0,1,0,26.0,second,man,True,southampton,no,False,26.0,0,False,False,True,2,0
0,3,male,36.0,1,1,24.15,third,man,True,southampton,no,False,24.15,0,False,False,True,3,0
1,2,female,28.0,0,0,33.0,second,woman,False,southampton,yes,True,33.0,1,False,False,True,1,1
0,3,male,49.0,0,0,0.0,third,man,True,southampton,no,True,0.0,0,False,False,True,1,1
0,3,male,25.0,0,0,7.225,third,man,True,cherbourg,no,True,7.225,0,True,False,False,1,1
1,1,male,49.0,1,0,56.9292,first,man,True,cherbourg,yes,False,56.9292,0,True,False,False,2,0
1,2,female,24.0,2,1,27.0,second,woman,False,southampton,yes,False,27.0,1,False,False,True,4,0
0,3,male,25.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,1,male,40.0,0,0,42.4,first,man,True,southampton,no,True,42.4,0,False,False,True,1,1
0,3,male,44.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
1,1,male,35.0,0,0,26.55,first,man,True,cherbourg,yes,True,26.55,0,True,False,False,1,1
0,3,male,36.0,1,0,15.55,third,man,True,southampton,no,False,15.55,0,False,False,True,2,0
0,3,male,30.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
1,1,male,27.0,0,0,30.5,first,man,True,southampton,yes,True,30.5,0,False,False,True,1,1
1,2,female,22.0,1,2,41.5792,second,woman,False,cherbourg,yes,False,41.5792,1,True,False,False,4,0
1,1,female,40.0,0,0,153.4625,first,woman,False,southampton,yes,True,65.6344,1,False,False,True,1,1
0,3,female,39.0,1,5,31.275,third,woman,False,southampton,no,False,31.275,1,False,False,True,7,0
0,3,male,25.0,0,0,7.05,third,man,True,southampton,no,True,7.05,0,False,False,True,1,1
1,3,female,21.5,1,0,15.5,third,woman,False,queenstown,yes,False,15.5,1,False,True,False,2,0
0,3,male,25.0,0,0,7.75,third,man,True,queenstown,no,True,7.75,0,False,True,False,1,1
0,3,male,35.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
1,2,female,24.0,1,2,65.0,second,woman,False,southampton,yes,False,65.0,1,False,False,True,4,0
0,3,male,34.0,1,1,14.4,third,man,True,southampton,no,False,14.4,0,False,False,True,3,0
0,3,female,26.0,1,0,16.1,third,woman,False,southampton,no,False,16.1,1,False,False,True,2,0
1,2,female,4.0,2,1,39.0,second,child,False,southampton,yes,False,39.0,1,False,False,True,4,0
0,2,male,26.0,0,0,10.5,second,man,True,southampton,no,True,10.5,0,False,False,True,1,1
0,3,male,27.0,1,0,14.4542,third,man,True,cherbourg,no,False,14.4542,0,True,False,False,2,0
1,1,male,42.0,1,0,52.5542,first,man,True,southampton,yes,False,52.5542,0,False,False,True,2,0
1,3,male,20.0,1,1,15.7417,third,man,True,cherbourg,yes,False,15.7417,0,True,False,False,3,0
0,3,male,21.0,0,0,7.8542,third,man,True,southampton,no,True,7.8542,0,False,False,True,1,1
0,3,male,21.0,0,0,16.1,third,man,True,southampton,no,True,16.1,0,False,False,True,1,1
0,1,male,61.0,0,0,32.3208,first,man,True,southampton,no,True,32.3208,0,False,False,True,1,1
0,2,male,57.0,0,0,12.35,second,man,True,queenstown,no,True,12.35,0,False,True,False,1,1
1,1,female,21.0,0,0,77.9583,first,woman,False,southampton,yes,True,65.6344,1,False,False,True,1,1
0,3,male,26.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,3,male,25.0,0,0,7.7333,third,man,True,queenstown,no,True,7.7333,0,False,True,False,1,1
1,1,male,80.0,0,0,30.0,first,man,True,southampton,yes,True,30.0,0,False,False,True,1,1
0,3,male,51.0,0,0,7.0542,third,man,True,southampton,no,True,7.0542,0,False,False,True,1,1
1,1,male,32.0,0,0,30.5,first,man,True,cherbourg,yes,True,30.5,0,True,False,False,1,1
0,1,male,40.0,0,0,0.0,first,man,True,southampton,no,True,0.0,0,False,False,True,1,1
0,3,female,9.0,3,2,27.9,third,child,False,southampton,no,False,27.9,1,False,False,True,6,0
1,2,female,28.0,0,0,13.0,second,woman,False,southampton,yes,True,13.0,1,False,False,True,1,1
0,3,male,32.0,0,0,7.925,third,man,True,southampton,no,True,7.925,0,False,False,True,1,1
0,2,male,31.0,1,1,26.25,second,man,True,southampton,no,False,26.25,0,False,False,True,3,0
0,3,female,41.0,0,5,39.6875,third,woman,False,southampton,no,False,39.6875,1,False,False,True,6,0
0,3,male,25.0,1,0,16.1,third,man,True,southampton,no,False,16.1,0,False,False,True,2,0
0,3,male,20.0,0,0,7.8542,third,man,True,southampton,no,True,7.8542,0,False,False,True,1,1
1,1,female,24.0,0,0,69.3,first,woman,False,cherbourg,yes,True,65.6344,1,True,False,False,1,1
0,3,female,2.0,3,2,27.9,third,child,False,southampton,no,False,27.9,1,False,False,True,6,0
1,3,male,25.0,0,0,56.4958,third,man,True,southampton,yes,True,56.4958,0,False,False,True,1,1
1,3,female,0.75,2,1,19.2583,third,child,False,cherbourg,yes,False,19.2583,1,True,False,False,4,0
1,1,male,48.0,1,0,76.7292,first,man,True,cherbourg,yes,False,65.6344,0,True,False,False,2,0
0,3,male,19.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
1,1,male,56.0,0,0,35.5,first,man,True,cherbourg,yes,True,35.5,0,True,False,False,1,1
0,3,male,25.0,0,0,7.55,third,man,True,southampton,no,True,7.55,0,False,False,True,1,1
1,3,female,23.0,0,0,7.55,third,woman,False,southampton,yes,True,7.55,1,False,False,True,1,1
0,3,male,25.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
1,2,female,18.0,0,1,23.0,second,woman,False,southampton,yes,False,23.0,1,False,False,True,2,0
0,3,male,21.0,0,0,8.4333,third,man,True,southampton,no,True,8.4333,0,False,False,True,1,1
1,3,female,21.5,0,0,7.8292,third,woman,False,queenstown,yes,True,7.8292,1,False,True,False,1,1
0,3,female,18.0,0,0,6.75,third,woman,False,queenstown,no,True,6.75,1,False,True,False,1,1
0,2,male,24.0,2,0,73.5,second,man,True,southampton,no,False,65.6344,0,False,False,True,3,0
0,3,male,25.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,3,female,32.0,1,1,15.5,third,woman,False,queenstown,no,False,15.5,1,False,True,False,3,0
0,2,male,23.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
0,1,male,58.0,0,2,113.275,first,man,True,cherbourg,no,False,65.6344,0,True,False,False,3,0
1,1,male,50.0,2,0,133.65,first,man,True,southampton,yes,False,65.6344,0,False,False,True,3,0
0,3,male,40.0,0,0,7.225,third,man,True,cherbourg,no,True,7.225,0,True,False,False,1,1
0,1,male,47.0,0,0,25.5875,first,man,True,southampton,no,True,25.5875,0,False,False,True,1,1
0,3,male,36.0,0,0,7.4958,third,man,True,southampton,no,True,7.4958,0,False,False,True,1,1
1,3,male,20.0,1,0,7.925,third,man,True,southampton,yes,False,7.925,0,False,False,True,2,0
0,2,male,32.0,2,0,73.5,second,man,True,southampton,no,False,65.6344,0,False,False,True,3,0
0,2,male,25.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
0,3,male,25.0,0,0,7.775,third,man,True,southampton,no,True,7.775,0,False,False,True,1,1
0,3,male,43.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
1,1,female,35.0,1,0,52.0,first,woman,False,southampton,yes,False,52.0,1,False,False,True,2,0
1,2,female,40.0,1,1,39.0,second,woman,False,southampton,yes,False,39.0,1,False,False,True,3,0
0,1,male,31.0,1,0,52.0,first,man,True,southampton,no,False,52.0,0,False,False,True,2,0
0,2,male,70.0,0,0,10.5,second,man,True,southampton,no,True,10.5,0,False,False,True,1,1
1,2,male,31.0,0,0,13.0,second,man,True,southampton,yes,True,13.0,0,False,False,True,1,1
0,2,male,30.0,0,0,0.0,second,man,True,southampton,no,True,0.0,0,False,False,True,1,1
0,3,male,18.0,0,0,7.775,third,man,True,southampton,no,True,7.775,0,False,False,True,1,1
0,3,male,24.5,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
1,3,female,18.0,0,0,9.8417,third,woman,False,southampton,yes,True,9.8417,1,False,False,True,1,1
0,3,female,43.0,1,6,46.9,third,woman,False,southampton,no,False,46.9,1,False,False,True,8,0
1,1,male,36.0,0,1,512.3292,first,man,True,cherbourg,yes,False,65.6344,0,True,False,False,2,0
0,3,female,21.5,0,0,8.1375,third,woman,False,queenstown,no,True,8.1375,1,False,True,False,1,1
1,1,male,27.0,0,0,76.7292,first,man,True,cherbourg,yes,True,65.6344,0,True,False,False,1,1
0,3,male,20.0,0,0,9.225,third,man,True,southampton,no,True,9.225,0,False,False,True,1,1
0,3,male,14.0,5,2,46.9,third,child,False,southampton,no,False,46.9,0,False,False,True,8,0
0,2,male,60.0,1,1,39.0,second,man,True,southampton,no,False,39.0,0,False,False,True,3,0
0,2,male,25.0,1,2,41.5792,second,man,True,cherbourg,no,False,41.5792,0,True,False,False,4,0
0,3,male,14.0,4,1,39.6875,third,child,False,southampton,no,False,39.6875,0,False,False,True,6,0
0,3,male,19.0,0,0,10.1708,third,man,True,southampton,no,True,10.1708,0,False,False,True,1,1
0,3,male,18.0,0,0,7.7958,third,man,True,southampton,no,True,7.7958,0,False,False,True,1,1
1,1,female,15.0,0,1,211.3375,first,child,False,southampton,yes,False,65.6344,1,False,False,True,2,0
1,1,male,31.0,1,0,57.0,first,man,True,southampton,yes,False,57.0,0,False,False,True,2,0
1,3,female,4.0,0,1,13.4167,third,child,False,cherbourg,yes,False,13.4167,1,True,False,False,2,0
1,3,male,25.0,0,0,56.4958,third,man,True,southampton,yes,True,56.4958,0,False,False,True,1,1
0,3,male,25.0,0,0,7.225,third,man,True,cherbourg,no,True,7.225,0,True,False,False,1,1
0,1,male,60.0,0,0,26.55,first,man,True,southampton,no,True,26.55,0,False,False,True,1,1
0,2,male,52.0,0,0,13.5,second,man,True,southampton,no,True,13.5,0,False,False,True,1,1
0,3,male,44.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
1,3,female,21.5,0,0,7.7333,third,woman,False,queenstown,yes,True,7.7333,1,False,True,False,1,1
0,1,male,49.0,1,1,110.8833,first,man,True,cherbourg,no,False,65.6344,0,True,False,False,3,0
0,3,male,42.0,0,0,7.65,third,man,True,southampton,no,True,7.65,0,False,False,True,1,1
1,1,female,18.0,1,0,227.525,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,2,0
1,1,male,35.0,0,0,26.2875,first,man,True,southampton,yes,True,26.2875,0,False,False,True,1,1
0,3,female,18.0,0,1,14.4542,third,woman,False,cherbourg,no,False,14.4542,1,True,False,False,2,0
0,3,male,25.0,0,0,7.7417,third,man,True,queenstown,no,True,7.7417,0,False,True,False,1,1
0,3,male,26.0,1,0,7.8542,third,man,True,southampton,no,False,7.8542,0,False,False,True,2,0
0,2,male,39.0,0,0,26.0,second,man,True,southampton,no,True,26.0,0,False,False,True,1,1
1,2,female,45.0,0,0,13.5,second,woman,False,southampton,yes,True,13.5,1,False,False,True,1,1
1,1,male,42.0,0,0,26.2875,first,man,True,southampton,yes,True,26.2875,0,False,False,True,1,1
1,1,female,22.0,0,0,151.55,first,woman,False,southampton,yes,True,65.6344,1,False,False,True,1,1
1,3,male,25.0,1,1,15.2458,third,man,True,cherbourg,yes,False,15.2458,0,True,False,False,3,0
1,1,female,24.0,0,0,49.5042,first,woman,False,cherbourg,yes,True,49.5042,1,True,False,False,1,1
0,1,male,40.0,0,0,26.55,first,man,True,southampton,no,True,26.55,0,False,False,True,1,1
1,1,male,48.0,1,0,52.0,first,man,True,southampton,yes,False,52.0,0,False,False,True,2,0
0,3,male,29.0,0,0,9.4833,third,man,True,southampton,no,True,9.4833,0,False,False,True,1,1
0,2,male,52.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
0,3,male,19.0,0,0,7.65,third,man,True,southampton,no,True,7.65,0,False,False,True,1,1
1,1,female,38.0,0,0,227.525,first,woman,False,cherbourg,yes,True,65.6344,1,True,False,False,1,1
1,2,female,27.0,0,0,10.5,second,woman,False,southampton,yes,True,10.5,1,False,False,True,1,1
0,3,male,25.0,0,0,15.5,third,man,True,queenstown,no,True,15.5,0,False,True,False,1,1
0,3,male,33.0,0,0,7.775,third,man,True,southampton,no,True,7.775,0,False,False,True,1,1
1,2,female,6.0,0,1,33.0,second,child,False,southampton,yes,False,33.0,1,False,False,True,2,0
0,3,male,17.0,1,0,7.0542,third,man,True,southampton,no,False,7.0542,0,False,False,True,2,0
0,2,male,34.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
0,2,male,50.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
1,1,male,27.0,1,0,53.1,first,man,True,southampton,yes,False,53.1,0,False,False,True,2,0
0,3,male,20.0,0,0,8.6625,third,man,True,southampton,no,True,8.6625,0,False,False,True,1,1
1,2,female,30.0,3,0,21.0,second,woman,False,southampton,yes,False,21.0,1,False,False,True,4,0
1,3,female,21.5,0,0,7.7375,third,woman,False,queenstown,yes,True,7.7375,1,False,True,False,1,1
0,2,male,25.0,1,0,26.0,second,man,True,southampton,no,False,26.0,0,False,False,True,2,0
0,3,female,25.0,1,0,7.925,third,woman,False,southampton,no,False,7.925,1,False,False,True,2,0
1,1,female,29.0,0,0,211.3375,first,woman,False,southampton,yes,True,65.6344,1,False,False,True,1,1
0,3,male,11.0,0,0,18.7875,third,child,False,cherbourg,no,True,18.7875,0,True,False,False,1,1
0,2,male,30.0,0,0,0.0,second,man,True,southampton,no,True,0.0,0,False,False,True,1,1
0,2,male,23.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
0,2,male,23.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
0,3,male,28.5,0,0,16.1,third,man,True,southampton,no,True,16.1,0,False,False,True,1,1
0,3,female,48.0,1,3,34.375,third,woman,False,southampton,no,False,34.375,1,False,False,True,5,0
1,1,male,35.0,0,0,512.3292,first,man,True,cherbourg,yes,True,65.6344,0,True,False,False,1,1
0,3,male,25.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,3,male,25.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
1,1,male,40.0,0,0,30.0,first,man,True,southampton,yes,True,30.0,0,False,False,True,1,1
0,1,male,36.0,1,0,78.85,first,man,True,southampton,no,False,65.6344,0,False,False,True,2,0
1,1,female,21.0,2,2,262.375,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,5,0
0,3,male,24.0,1,0,16.1,third,man,True,southampton,no,False,16.1,0,False,False,True,2,0
1,3,male,31.0,0,0,7.925,third,man,True,southampton,yes,True,7.925,0,False,False,True,1,1
0,1,male,70.0,1,1,71.0,first,man,True,southampton,no,False,65.6344,0,False,False,True,3,0
0,3,male,16.0,1,1,20.25,third,man,True,southampton,no,False,20.25,0,False,False,True,3,0
1,2,female,30.0,0,0,13.0,second,woman,False,southampton,yes,True,13.0,1,False,False,True,1,1
0,1,male,19.0,1,0,53.1,first,man,True,southampton,no,False,53.1,0,False,False,True,2,0
0,3,male,31.0,0,0,7.75,third,man,True,queenstown,no,True,7.75,0,False,True,False,1,1
1,2,female,4.0,1,1,23.0,second,child,False,southampton,yes,False,23.0,1,False,False,True,3,0
1,3,male,6.0,0,1,12.475,third,child,False,southampton,yes,False,12.475,0,False,False,True,2,0
0,3,male,33.0,0,0,9.5,third,man,True,southampton,no,True,9.5,0,False,False,True,1,1
0,3,male,23.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
1,2,female,48.0,1,2,65.0,second,woman,False,southampton,yes,False,65.0,1,False,False,True,4,0
1,2,male,0.67,1,1,14.5,second,child,False,southampton,yes,False,14.5,0,False,False,True,3,0
0,3,male,28.0,0,0,7.7958,third,man,True,southampton,no,True,7.7958,0,False,False,True,1,1
0,2,male,18.0,0,0,11.5,second,man,True,southampton,no,True,11.5,0,False,False,True,1,1
0,3,male,34.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
1,1,female,33.0,0,0,86.5,first,woman,False,southampton,yes,True,65.6344,1,False,False,True,1,1
0,3,male,25.0,0,0,14.5,third,man,True,southampton,no,True,14.5,0,False,False,True,1,1
0,3,male,41.0,0,0,7.125,third,man,True,southampton,no,True,7.125,0,False,False,True,1,1
1,3,male,20.0,0,0,7.2292,third,man,True,cherbourg,yes,True,7.2292,0,True,False,False,1,1
1,1,female,36.0,1,2,120.0,first,woman,False,southampton,yes,False,65.6344,1,False,False,True,4,0
0,3,male,16.0,0,0,7.775,third,man,True,southampton,no,True,7.775,0,False,False,True,1,1
1,1,female,51.0,1,0,77.9583,first,woman,False,southampton,yes,False,65.6344,1,False,False,True,2,0
0,1,male,40.0,0,0,39.6,first,man,True,cherbourg,no,True,39.6,0,True,False,False,1,1
0,3,female,30.5,0,0,7.75,third,woman,False,queenstown,no,True,7.75,1,False,True,False,1,1
0,3,male,25.0,1,0,24.15,third,man,True,queenstown,no,False,24.15,0,False,True,False,2,0
0,3,male,32.0,0,0,8.3625,third,man,True,southampton,no,True,8.3625,0,False,False,True,1,1
0,3,male,24.0,0,0,9.5,third,man,True,southampton,no,True,9.5,0,False,False,True,1,1
0,3,male,48.0,0,0,7.8542,third,man,True,southampton,no,True,7.8542,0,False,False,True,1,1
0,2,female,57.0,0,0,10.5,second,woman,False,southampton,no,True,10.5,1,False,False,True,1,1
0,3,male,25.0,0,0,7.225,third,man,True,cherbourg,no,True,7.225,0,True,False,False,1,1
1,2,female,54.0,1,3,23.0,second,woman,False,southampton,yes,False,23.0,1,False,False,True,5,0
0,3,male,18.0,0,0,7.75,third,man,True,southampton,no,True,7.75,0,False,False,True,1,1
0,3,male,25.0,0,0,7.75,third,man,True,queenstown,no,True,7.75,0,False,True,False,1,1
1,3,female,5.0,0,0,12.475,third,child,False,southampton,yes,True,12.475,1,False,False,True,1,1
0,3,male,25.0,0,0,7.7375,third,man,True,queenstown,no,True,7.7375,0,False,True,False,1,1
1,1,female,43.0,0,1,211.3375,first,woman,False,southampton,yes,False,65.6344,1,False,False,True,2,0
1,3,female,13.0,0,0,7.2292,third,child,False,cherbourg,yes,True,7.2292,1,True,False,False,1,1
1,1,female,17.0,1,0,57.0,first,woman,False,southampton,yes,False,57.0,1,False,False,True,2,0
0,1,male,29.0,0,0,30.0,first,man,True,southampton,no,True,30.0,0,False,False,True,1,1
0,3,male,25.0,1,2,23.45,third,man,True,southampton,no,False,23.45,0,False,False,True,4,0
0,3,male,25.0,0,0,7.05,third,man,True,southampton,no,True,7.05,0,False,False,True,1,1
0,3,male,25.0,0,0,7.25,third,man,True,southampton,no,True,7.25,0,False,False,True,1,1
1,3,female,18.0,0,0,7.4958,third,woman,False,southampton,yes,True,7.4958,1,False,False,True,1,1
0,3,male,8.0,4,1,29.125,third,child,False,queenstown,no,False,29.125,0,False,True,False,6,0
1,3,male,1.0,1,2,20.575,third,child,False,southampton,yes,False,20.575,0,False,False,True,4,0
0,1,male,46.0,0,0,79.2,first,man,True,cherbourg,no,True,65.6344,0,True,False,False,1,1
0,3,male,25.0,0,0,7.75,third,man,True,queenstown,no,True,7.75,0,False,True,False,1,1
0,2,male,16.0,0,0,26.0,second,man,True,southampton,no,True,26.0,0,False,False,True,1,1
0,3,female,21.5,8,2,69.55,third,woman,False,southampton,no,False,65.6344,1,False,False,True,11,0
0,1,male,40.0,0,0,30.6958,first,man,True,cherbourg,no,True,30.6958,0,True,False,False,1,1
0,3,male,25.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,2,male,39.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
1,1,female,49.0,0,0,25.9292,first,woman,False,southampton,yes,True,25.9292,1,False,False,True,1,1
1,3,female,31.0,0,0,8.6833,third,woman,False,southampton,yes,True,8.6833,1,False,False,True,1,1
0,3,male,30.0,0,0,7.2292,third,man,True,cherbourg,no,True,7.2292,0,True,False,False,1,1
0,3,female,30.0,1,1,24.15,third,woman,False,southampton,no,False,24.15,1,False,False,True,3,0
0,2,male,34.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
1,2,female,31.0,1,1,26.25,second,woman,False,southampton,yes,False,26.25,1,False,False,True,3,0
1,1,male,11.0,1,2,120.0,first,child,False,southampton,yes,False,65.6344,0,False,False,True,4,0
1,3,male,0.42,0,1,8.5167,third,child,False,cherbourg,yes,False,8.5167,0,True,False,False,2,0
1,3,male,27.0,0,0,6.975,third,man,True,southampton,yes,True,6.975,0,False,False,True,1,1
0,3,male,31.0,0,0,7.775,third,man,True,southampton,no,True,7.775,0,False,False,True,1,1
0,1,male,39.0,0,0,0.0,first,man,True,southampton,no,True,0.0,0,False,False,True,1,1
0,3,female,18.0,0,0,7.775,third,woman,False,southampton,no,True,7.775,1,False,False,True,1,1
0,2,male,39.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
1,1,female,33.0,1,0,53.1,first,woman,False,southampton,yes,False,53.1,1,False,False,True,2,0
0,3,male,26.0,0,0,7.8875,third,man,True,southampton,no,True,7.8875,0,False,False,True,1,1
0,3,male,39.0,0,0,24.15,third,man,True,southampton,no,True,24.15,0,False,False,True,1,1
0,2,male,35.0,0,0,10.5,second,man,True,southampton,no,True,10.5,0,False,False,True,1,1
0,3,female,6.0,4,2,31.275,third,child,False,southampton,no,False,31.275,1,False,False,True,7,0
0,3,male,30.5,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
0,1,male,40.0,0,0,0.0,first,man,True,southampton,no,True,0.0,0,False,False,True,1,1
0,3,female,23.0,0,0,7.925,third,woman,False,southampton,no,True,7.925,1,False,False,True,1,1
0,2,male,31.0,1,1,37.0042,second,man,True,cherbourg,no,False,37.0042,0,True,False,False,3,0
0,3,male,43.0,0,0,6.45,third,man,True,southampton,no,True,6.45,0,False,False,True,1,1
0,3,male,10.0,3,2,27.9,third,child,False,southampton,no,False,27.9,0,False,False,True,6,0
1,1,female,52.0,1,1,93.5,first,woman,False,southampton,yes,False,65.6344,1,False,False,True,3,0
1,3,male,27.0,0,0,8.6625,third,man,True,southampton,yes,True,8.6625,0,False,False,True,1,1
0,1,male,38.0,0,0,0.0,first,man,True,southampton,no,True,0.0,0,False,False,True,1,1
1,3,female,27.0,0,1,12.475,third,woman,False,southampton,yes,False,12.475,1,False,False,True,2,0
0,3,male,2.0,4,1,39.6875,third,child,False,southampton,no,False,39.6875,0,False,False,True,6,0
0,3,male,25.0,0,0,6.95,third,man,True,queenstown,no,True,6.95,0,False,True,False,1,1
0,3,male,25.0,0,0,56.4958,third,man,True,southampton,no,True,56.4958,0,False,False,True,1,1
1,2,male,1.0,0,2,37.0042,second,child,False,cherbourg,yes,False,37.0042,0,True,False,False,3,0
1,3,male,25.0,0,0,7.75,third,man,True,queenstown,yes,True,7.75,0,False,True,False,1,1
1,1,female,62.0,0,0,80.0,first,woman,False,southampton,yes,True,65.6344,1,False,False,True,1,1
1,3,female,15.0,1,0,14.4542,third,child,False,cherbourg,yes,False,14.4542,1,True,False,False,2,0
1,2,male,0.83,1,1,18.75,second,child,False,southampton,yes,False,18.75,0,False,False,True,3,0
0,3,male,25.0,0,0,7.2292,third,man,True,cherbourg,no,True,7.2292,0,True,False,False,1,1
0,3,male,23.0,0,0,7.8542,third,man,True,southampton,no,True,7.8542,0,False,False,True,1,1
